1.720000000000000000e+03,1.720000000000000000e+03,1.720000000000000000e+03,1.720000000000000000e+03,1.720000000000000000e+03
1.688000000000000000e+03,1.688000000000000000e+03,1.688000000000000000e+03,1.688000000000000000e+03,1.688000000000000000e+03
1.656000000000000000e+03,1.656000000000000000e+03,1.656000000000000000e+03,1.656000000000000000e+03,1.469000000000000000e+03
1.624000000000000000e+03,1.624000000000000000e+03,1.624000000000000000e+03,1.624000000000000000e+03,1.624000000000000000e+03
1.592000000000000000e+03,1.592000000000000000e+03,1.592000000000000000e+03,1.592000000000000000e+03,1.592000000000000000e+03
1.560000000000000000e+03,1.560000000000000000e+03,1.560000000000000000e+03,1.560000000000000000e+03,1.560000000000000000e+03
1.528000000000000000e+03,1.528000000000000000e+03,1.528000000000000000e+03,1.528000000000000000e+03,1.528000000000000000e+03
1.496000000000000000e+03,1.496000000000000000e+03,1.496000000000000000e+03,1.496000000000000000e+03,1.496000000000000000e+03
1.464000000000000000e+03,1.464000000000000000e+03,1.464000000000000000e+03,1.464000000000000000e+03,1.464000000000000000e+03
1.432000000000000000e+03,1.432000000000000000e+03,1.432000000000000000e+03,1.432000000000000000e+03,1.432000000000000000e+03
1.400000000000000000e+03,1.400000000000000000e+03,1.400000000000000000e+03,1.400000000000000000e+03,1.400000000000000000e+03
1.368000000000000000e+03,1.368000000000000000e+03,1.368000000000000000e+03,1.368000000000000000e+03,1.209000000000000000e+03
1.336000000000000000e+03,1.336000000000000000e+03,1.336000000000000000e+03,1.336000000000000000e+03,1.336000000000000000e+03
1.304000000000000000e+03,1.304000000000000000e+03,1.304000000000000000e+03,1.304000000000000000e+03,1.304000000000000000e+03
1.272000000000000000e+03,1.272000000000000000e+03,1.272000000000000000e+03,1.272000000000000000e+03,1.272000000000000000e+03
1.280000000000000000e+03,1.280000000000000000e+03,1.280000000000000000e+03,1.280000000000000000e+03,1.280000000000000000e+03
1.320000000000000000e+03,1.320000000000000000e+03,1.320000000000000000e+03,1.320000000000000000e+03,1.320000000000000000e+03
1.360000000000000000e+03,1.360000000000000000e+03,1.360000000000000000e+03,1.360000000000000000e+03,1.360000000000000000e+03
1.400000000000000000e+03,1.400000000000000000e+03,1.400000000000000000e+03,1.400000000000000000e+03,1.400000000000000000e+03
1.440000000000000000e+03,1.440000000000000000e+03,1.440000000000000000e+03,1.440000000000000000e+03,1.440000000000000000e+03
1.480000000000000000e+03,1.480000000000000000e+03,1.480000000000000000e+03,1.480000000000000000e+03,1.480000000000000000e+03
1.520000000000000000e+03,1.520000000000000000e+03,1.520000000000000000e+03,1.520000000000000000e+03,1.520000000000000000e+03
1.560000000000000000e+03,1.560000000000000000e+03,1.560000000000000000e+03,1.560000000000000000e+03,1.560000000000000000e+03
1.600000000000000000e+03,1.600000000000000000e+03,1.600000000000000000e+03,1.600000000000000000e+03,1.600000000000000000e+03
1.640000000000000000e+03,1.640000000000000000e+03,1.640000000000000000e+03,1.640000000000000000e+03,1.640000000000000000e+03
1.680000000000000000e+03,1.680000000000000000e+03,1.680000000000000000e+03,1.680000000000000000e+03,1.680000000000000000e+03
1.720000000000000000e+03,1.720000000000000000e+03,1.720000000000000000e+03,1.720000000000000000e+03,1.720000000000000000e+03
1.760000000000000000e+03,1.760000000000000000e+03,1.760000000000000000e+03,1.760000000000000000e+03,1.760000000000000000e+03
1.800000000000000000e+03,1.800000000000000000e+03,1.800000000000000000e+03,1.800000000000000000e+03,1.800000000000000000e+03
1.840000000000000000e+03,1.840000000000000000e+03,1.840000000000000000e+03,1.840000000000000000e+03,1.840000000000000000e+03
1.880000000000000000e+03,1.880000000000000000e+03,1.880000000000000000e+03,1.880000000000000000e+03,1.880000000000000000e+03
1.920000000000000000e+03,1.920000000000000000e+03,1.920000000000000000e+03,1.920000000000000000e+03,1.920000000000000000e+03
1.960000000000000000e+03,1.960000000000000000e+03,1.960000000000000000e+03,1.960000000000000000e+03,1.960000000000000000e+03
2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
2.040000000000000000e+03,2.040000000000000000e+03,2.040000000000000000e+03,2.040000000000000000e+03,2.040000000000000000e+03
2.080000000000000000e+03,2.080000000000000000e+03,2.080000000000000000e+03,2.080000000000000000e+03,2.080000000000000000e+03
2.120000000000000000e+03,2.120000000000000000e+03,2.120000000000000000e+03,2.120000000000000000e+03,2.120000000000000000e+03
2.160000000000000000e+03,2.160000000000000000e+03,2.160000000000000000e+03,2.160000000000000000e+03,2.160000000000000000e+03
2.200000000000000000e+03,2.200000000000000000e+03,2.200000000000000000e+03,2.200000000000000000e+03,2.200000000000000000e+03
2.240000000000000000e+03,2.240000000000000000e+03,2.240000000000000000e+03,2.240000000000000000e+03,2.240000000000000000e+03
2.280000000000000000e+03,2.280000000000000000e+03,2.280000000000000000e+03,2.280000000000000000e+03,2.280000000000000000e+03
2.320000000000000000e+03,2.320000000000000000e+03,2.320000000000000000e+03,2.320000000000000000e+03,2.320000000000000000e+03
2.360000000000000000e+03,2.360000000000000000e+03,2.360000000000000000e+03,2.360000000000000000e+03,2.360000000000000000e+03
2.400000000000000000e+03,2.400000000000000000e+03,2.400000000000000000e+03,2.400000000000000000e+03,2.400000000000000000e+03
2.440000000000000000e+03,2.440000000000000000e+03,2.440000000000000000e+03,2.440000000000000000e+03,2.440000000000000000e+03
2.480000000000000000e+03,2.480000000000000000e+03,2.480000000000000000e+03,2.480000000000000000e+03,2.480000000000000000e+03
2.520000000000000000e+03,2.520000000000000000e+03,2.520000000000000000e+03,2.520000000000000000e+03,2.520000000000000000e+03
2.560000000000000000e+03,2.560000000000000000e+03,2.560000000000000000e+03,2.560000000000000000e+03,2.560000000000000000e+03
2.600000000000000000e+03,2.600000000000000000e+03,2.600000000000000000e+03,2.600000000000000000e+03,2.600000000000000000e+03
2.640000000000000000e+03,2.640000000000000000e+03,2.640000000000000000e+03,2.640000000000000000e+03,2.640000000000000000e+03
2.680000000000000000e+03,2.680000000000000000e+03,2.680000000000000000e+03,2.680000000000000000e+03,2.680000000000000000e+03
2.720000000000000000e+03,2.720000000000000000e+03,2.720000000000000000e+03,2.720000000000000000e+03,2.720000000000000000e+03
